Journal number,Date,Ledger account,Amount,Created date and time
GJT-047087,2020-07-31 00:00:00,532100,5357.14,2020-07-22 10:06:35
GJT-047087,2020-07-31 00:00:00,165000,-5357.14,2020-07-22 10:06:35
GJT-047086,2020-07-31 00:00:00,532100,40.48,2020-07-22 10:06:35
GJT-047086,2020-07-31 00:00:00,165000,-40.48,2020-07-22 10:06:35
GJT-047085,2020-07-31 00:00:00,532100,45.78,2020-07-22 10:06:35
GJT-047085,2020-07-31 00:00:00,165000,-45.78,2020-07-22 10:06:35
GJT-047084,2020-07-31 00:00:00,532100,33.36,2020-07-22 10:06:35
GJT-047084,2020-07-31 00:00:00,165000,-33.36,2020-07-22 10:06:35
GJT-047083,2020-07-31 00:00:00,532100,150.0,2020-07-22 10:06:35
GJT-047083,2020-07-31 00:00:00,165000,-150.0,2020-07-22 10:06:35
GJT-047082,2020-07-31 00:00:00,532100,122.88,2020-07-22 10:06:35
GJT-047082,2020-07-31 00:00:00,165000,-122.88,2020-07-22 10:06:35
GJT-047081,2020-07-31 00:00:00,532100,22.86,2020-07-22 10:06:35
GJT-047081,2020-07-31 00:00:00,165000,-22.86,2020-07-22 10:06:35
GJT-047080,2020-07-31 00:00:00,532100,1124.53,2020-07-22 10:06:35
GJT-047080,2020-07-31 00:00:00,165000,-1124.53,2020-07-22 10:06:35
GJT-047079,2020-07-31 00:00:00,532100,206.29,2020-07-22 10:06:35
GJT-047079,2020-07-31 00:00:00,165000,-206.29,2020-07-22 10:06:35
GJT-047078,2020-07-31 00:00:00,532100,25.24,2020-07-22 10:06:35
GJT-047078,2020-07-31 00:00:00,165000,-25.24,2020-07-22 10:06:35
GJT-047077,2020-07-31 00:00:00,532100,183.62,2020-07-22 10:06:35
GJT-047077,2020-07-31 00:00:00,165000,-183.62,2020-07-22 10:06:35
GJT-047076,2020-07-31 00:00:00,532100,94.94,2020-07-22 10:06:35
GJT-047076,2020-07-31 00:00:00,165000,-94.94,2020-07-22 10:06:35
GJT-047075,2020-07-31 00:00:00,532100,46.25,2020-07-22 10:06:35
GJT-047075,2020-07-31 00:00:00,165000,-46.25,2020-07-22 10:06:35
GJT-047074,2020-07-31 00:00:00,850000,306.7,2020-07-22 10:06:35
GJT-047074,2020-07-31 00:00:00,165000,-306.7,2020-07-22 10:06:35
GJT-047073,2020-07-31 00:00:00,532100,45.06,2020-07-22 10:06:35
GJT-047073,2020-07-31 00:00:00,165000,-45.06,2020-07-22 10:06:35
GJT-047072,2020-07-31 00:00:00,532100,146.17,2020-07-22 10:06:35
GJT-047072,2020-07-31 00:00:00,165000,-146.17,2020-07-22 10:06:35
GJT-047071,2020-07-31 00:00:00,532100,349.36,2020-07-22 10:06:35
GJT-047071,2020-07-31 00:00:00,165000,-349.36,2020-07-22 10:06:35
GJT-047070,2020-07-31 00:00:00,532100,51.15,2020-07-22 10:06:35
GJT-047070,2020-07-31 00:00:00,165000,-51.15,2020-07-22 10:06:35
GJT-047069,2020-07-31 00:00:00,532100,133.93,2020-07-22 10:06:35
GJT-047069,2020-07-31 00:00:00,165000,-133.93,2020-07-22 10:06:35
GJT-047068,2020-07-31 00:00:00,532100,535.71,2020-07-22 10:06:35
GJT-047068,2020-07-31 00:00:00,165000,-535.71,2020-07-22 10:06:35
GJT-047067,2020-07-31 00:00:00,532100,669.64,2020-07-22 10:06:35
GJT-047067,2020-07-31 00:00:00,165000,-669.64,2020-07-22 10:06:35
GJT-047066,2020-07-31 00:00:00,532100,68.65,2020-07-22 10:06:35
GJT-047066,2020-07-31 00:00:00,165000,-68.65,2020-07-22 10:06:35
GJT-047065,2020-07-31 00:00:00,532100,61.06,2020-07-22 10:06:35
GJT-047065,2020-07-31 00:00:00,165000,-61.06,2020-07-22 10:06:35
GJT-047064,2020-07-31 00:00:00,532100,250.0,2020-07-22 10:06:35
GJT-047064,2020-07-31 00:00:00,165000,-250.0,2020-07-22 10:06:35
GJT-047063,2020-07-31 00:00:00,532100,451.79,2020-07-22 10:06:35
GJT-047063,2020-07-31 00:00:00,165000,-451.79,2020-07-22 10:06:35
GJT-047062,2020-07-31 00:00:00,532100,142.1,2020-07-22 10:06:35
GJT-047062,2020-07-31 00:00:00,165000,-142.1,2020-07-22 10:06:35
GJT-047061,2020-07-31 00:00:00,532100,227.23,2020-07-22 10:06:35
GJT-047061,2020-07-31 00:00:00,165000,-227.23,2020-07-22 10:06:35
GJT-047060,2020-07-31 00:00:00,532100,44.17,2020-07-22 10:06:35
GJT-047060,2020-07-31 00:00:00,165000,-44.17,2020-07-22 10:06:35
GJT-047059,2020-07-31 00:00:00,532100,36.54,2020-07-22 10:06:35
GJT-047059,2020-07-31 00:00:00,165000,-36.54,2020-07-22 10:06:35
GJT-047058,2020-07-31 00:00:00,532100,68.75,2020-07-22 10:06:35
GJT-047058,2020-07-31 00:00:00,165000,-68.75,2020-07-22 10:06:35
GJT-047057,2020-07-31 00:00:00,532100,737.22,2020-07-22 10:06:35
GJT-047057,2020-07-31 00:00:00,165000,-737.22,2020-07-22 10:06:35
GJT-047056,2020-07-31 00:00:00,532100,65.64,2020-07-22 10:06:35
GJT-047056,2020-07-31 00:00:00,165000,-65.64,2020-07-22 10:06:35
GJT-047055,2020-07-31 00:00:00,532100,32.09,2020-07-22 10:06:35
GJT-047055,2020-07-31 00:00:00,165000,-32.09,2020-07-22 10:06:35
GJT-047054,2020-07-31 00:00:00,532100,32.09,2020-07-22 10:06:35
GJT-047054,2020-07-31 00:00:00,165000,-32.09,2020-07-22 10:06:35
GJT-047053,2020-07-31 00:00:00,532100,457.14,2020-07-22 10:06:35
GJT-047053,2020-07-31 00:00:00,165000,-457.14,2020-07-22 10:06:35
GJT-047052,2020-07-31 00:00:00,532100,11.43,2020-07-22 10:06:35
GJT-047052,2020-07-31 00:00:00,165000,-11.43,2020-07-22 10:06:35
GJT-047051,2020-07-31 00:00:00,532100,186.9,2020-07-22 10:06:35
GJT-047051,2020-07-31 00:00:00,165000,-186.9,2020-07-22 10:06:35
GJT-047050,2020-07-31 00:00:00,532100,769.64,2020-07-22 10:06:35
GJT-047050,2020-07-31 00:00:00,165000,-769.64,2020-07-22 10:06:35
GJT-047049,2020-07-31 00:00:00,532100,590.71,2020-07-22 10:06:35
GJT-047049,2020-07-31 00:00:00,165000,-590.71,2020-07-22 10:06:35
GJT-047048,2020-07-31 00:00:00,532100,717.92,2020-07-22 10:06:35
GJT-047048,2020-07-31 00:00:00,165000,-717.92,2020-07-22 10:06:35
GJT-047047,2020-07-31 00:00:00,532100,34.72,2020-07-22 10:06:35
GJT-047047,2020-07-31 00:00:00,165000,-34.72,2020-07-22 10:06:35
GJT-047046,2020-07-31 00:00:00,532100,34.77,2020-07-22 10:06:35
GJT-047046,2020-07-31 00:00:00,165000,-34.77,2020-07-22 10:06:35
GJT-047045,2020-07-31 00:00:00,532100,17.86,2020-07-22 10:06:35
GJT-047045,2020-07-31 00:00:00,165000,-17.86,2020-07-22 10:06:35
GJT-047044,2020-07-31 00:00:00,532100,65.48,2020-07-22 10:06:35
GJT-047044,2020-07-31 00:00:00,165000,-65.48,2020-07-22 10:06:35
GJT-047043,2020-07-31 00:00:00,532100,23.59,2020-07-22 10:06:35
GJT-047043,2020-07-31 00:00:00,165000,-23.59,2020-07-22 10:06:35
GJT-047042,2020-07-31 00:00:00,532100,347.25,2020-07-22 10:06:35
GJT-047042,2020-07-31 00:00:00,165000,-347.25,2020-07-22 10:06:35
GJT-047041,2020-07-31 00:00:00,532100,364.64,2020-07-22 10:06:35
GJT-047041,2020-07-31 00:00:00,165000,-364.64,2020-07-22 10:06:35
GJT-047040,2020-07-31 00:00:00,532100,319.28,2020-07-22 10:06:35
GJT-047040,2020-07-31 00:00:00,165000,-319.28,2020-07-22 10:06:35
GJT-047039,2020-07-31 00:00:00,532100,562.21,2020-07-22 10:06:35
GJT-047039,2020-07-31 00:00:00,165000,-562.21,2020-07-22 10:06:35
GJT-047038,2020-07-31 00:00:00,532100,754.55,2020-07-22 10:06:35
GJT-047038,2020-07-31 00:00:00,165000,-754.55,2020-07-22 10:06:35
GJT-047037,2020-07-31 00:00:00,532100,574.33,2020-07-22 10:06:35
GJT-047037,2020-07-31 00:00:00,165000,-574.33,2020-07-22 10:06:35
GJT-047036,2020-07-31 00:00:00,532100,466.21,2020-07-22 10:06:35
GJT-047036,2020-07-31 00:00:00,165000,-466.21,2020-07-22 10:06:35
GJT-047035,2020-07-31 00:00:00,532100,185.22,2020-07-22 10:06:35
GJT-047035,2020-07-31 00:00:00,165000,-185.22,2020-07-22 10:06:35
GJT-047034,2020-07-31 00:00:00,532100,1239.75,2020-07-22 10:06:35
GJT-047034,2020-07-31 00:00:00,165000,-1239.75,2020-07-22 10:06:35
GJT-047033,2020-07-31 00:00:00,532100,70.22,2020-07-22 10:06:35
GJT-047033,2020-07-31 00:00:00,165000,-70.22,2020-07-22 10:06:35
GJT-047032,2020-07-31 00:00:00,532100,66.53,2020-07-22 10:06:35
GJT-047032,2020-07-31 00:00:00,165000,-66.53,2020-07-22 10:06:35
GJT-047031,2020-07-31 00:00:00,532100,161.32,2020-07-22 10:06:35
GJT-047031,2020-07-31 00:00:00,165000,-161.32,2020-07-22 10:06:35
GJT-047030,2020-07-31 00:00:00,532100,44.89,2020-07-22 10:06:35
GJT-047030,2020-07-31 00:00:00,165000,-44.89,2020-07-22 10:06:35
GJT-047029,2020-07-31 00:00:00,532100,111.01,2020-07-22 10:06:35
GJT-047029,2020-07-31 00:00:00,165000,-111.01,2020-07-22 10:06:35
GJT-047028,2020-07-31 00:00:00,532100,134.02,2020-07-22 10:06:35
GJT-047028,2020-07-31 00:00:00,165000,-134.02,2020-07-22 10:06:35
GJT-047027,2020-07-31 00:00:00,532100,148.21,2020-07-22 10:06:35
GJT-047027,2020-07-31 00:00:00,165000,-148.21,2020-07-22 10:06:35
GJT-047026,2020-07-31 00:00:00,532100,17.39,2020-07-22 10:06:35
GJT-047026,2020-07-31 00:00:00,165000,-17.39,2020-07-22 10:06:35
GJT-047025,2020-07-31 00:00:00,532100,16.78,2020-07-22 10:06:35
GJT-047025,2020-07-31 00:00:00,165000,-16.78,2020-07-22 10:06:35
GJT-047024,2020-07-31 00:00:00,532100,20.42,2020-07-22 10:06:35
GJT-047024,2020-07-31 00:00:00,165000,-20.42,2020-07-22 10:06:35
GJT-047023,2020-07-31 00:00:00,532100,40.48,2020-07-22 10:06:35
GJT-047023,2020-07-31 00:00:00,165000,-40.48,2020-07-22 10:06:35
GJT-047022,2020-07-31 00:00:00,532100,62.02,2020-07-22 10:06:35
GJT-047022,2020-07-31 00:00:00,165000,-62.02,2020-07-22 10:06:35
GJT-047021,2020-07-31 00:00:00,532100,22.41,2020-07-22 10:06:35
GJT-047021,2020-07-31 00:00:00,165000,-22.41,2020-07-22 10:06:35
GJT-047020,2020-07-31 00:00:00,532100,30.96,2020-07-22 10:06:35
GJT-047020,2020-07-31 00:00:00,165000,-30.96,2020-07-22 10:06:35
GJT-047019,2020-07-31 00:00:00,532100,27.99,2020-07-22 10:06:35
GJT-047019,2020-07-31 00:00:00,165000,-27.99,2020-07-22 10:06:35
GJT-047018,2020-07-31 00:00:00,532100,181.1,2020-07-22 10:06:35
GJT-047018,2020-07-31 00:00:00,165000,-181.1,2020-07-22 10:06:35
GJT-047017,2020-07-31 00:00:00,532100,34.46,2020-07-22 10:06:35
GJT-047017,2020-07-31 00:00:00,165000,-34.46,2020-07-22 10:06:35
GJT-047016,2020-07-31 00:00:00,532100,43.45,2020-07-22 10:06:35
GJT-047016,2020-07-31 00:00:00,165000,-43.45,2020-07-22 10:06:35
GJT-047015,2020-07-31 00:00:00,532100,22.85,2020-07-22 10:06:35
GJT-047015,2020-07-31 00:00:00,165000,-22.85,2020-07-22 10:06:35
GJT-047014,2020-07-31 00:00:00,532100,199.24,2020-07-22 10:06:35
GJT-047014,2020-07-31 00:00:00,165000,-199.24,2020-07-22 10:06:35
GJT-047013,2020-07-31 00:00:00,532100,717.65,2020-07-22 10:06:35
GJT-047013,2020-07-31 00:00:00,165000,-717.65,2020-07-22 10:06:35
GJT-047012,2020-07-31 00:00:00,532100,280.36,2020-07-22 10:06:35
GJT-047012,2020-07-31 00:00:00,165000,-280.36,2020-07-22 10:06:35
GJT-047011,2020-07-31 00:00:00,532100,282.74,2020-07-22 10:06:35
GJT-047011,2020-07-31 00:00:00,165000,-282.74,2020-07-22 10:06:35
GJT-047010,2020-07-31 00:00:00,532100,15.4,2020-07-22 10:06:35
GJT-047010,2020-07-31 00:00:00,165000,-15.4,2020-07-22 10:06:35
GJT-047009,2020-07-31 00:00:00,532100,36.24,2020-07-22 10:06:35
GJT-047009,2020-07-31 00:00:00,165000,-36.24,2020-07-22 10:06:35
GJT-047008,2020-07-31 00:00:00,532100,122.93,2020-07-22 10:06:35
GJT-047008,2020-07-31 00:00:00,165000,-122.93,2020-07-22 10:06:35
GJT-047007,2020-07-31 00:00:00,532100,181.03,2020-07-22 10:06:35
GJT-047007,2020-07-31 00:00:00,165000,-181.03,2020-07-22 10:06:35
GJT-047006,2020-07-31 00:00:00,850000,37.4,2020-07-22 10:06:35
GJT-047006,2020-07-31 00:00:00,165000,-37.4,2020-07-22 10:06:35
GJT-047005,2020-07-31 00:00:00,532100,62.42,2020-07-22 10:06:35
GJT-047005,2020-07-31 00:00:00,165000,-62.42,2020-07-22 10:06:35
GJT-047004,2020-07-31 00:00:00,532100,58.87,2020-07-22 10:06:35
GJT-047004,2020-07-31 00:00:00,165000,-58.87,2020-07-22 10:06:35
GJT-047003,2020-07-31 00:00:00,532100,9.4,2020-07-22 10:06:35
GJT-047003,2020-07-31 00:00:00,165000,-9.4,2020-07-22 10:06:35
GJT-047002,2020-07-31 00:00:00,532100,18.57,2020-07-22 10:06:35
GJT-047002,2020-07-31 00:00:00,165000,-18.57,2020-07-22 10:06:35
GJT-047001,2020-07-31 00:00:00,532100,112.1,2020-07-22 10:06:35
GJT-047001,2020-07-31 00:00:00,165000,-112.1,2020-07-22 10:06:35
GJT-047000,2020-07-31 00:00:00,532100,76.03,2020-07-22 10:06:35
GJT-047000,2020-07-31 00:00:00,165000,-76.03,2020-07-22 10:06:35
GJT-046999,2020-07-31 00:00:00,532100,448.97,2020-07-22 10:06:35
GJT-046999,2020-07-31 00:00:00,165000,-448.97,2020-07-22 10:06:35
GJT-046998,2020-07-31 00:00:00,532100,43.79,2020-07-22 10:06:35
GJT-046998,2020-07-31 00:00:00,165000,-43.79,2020-07-22 10:06:35
GJT-046997,2020-07-31 00:00:00,532100,41.58,2020-07-22 10:06:35
GJT-046997,2020-07-31 00:00:00,165000,-41.58,2020-07-22 10:06:35
GJT-046996,2020-07-31 00:00:00,532100,19.87,2020-07-22 10:06:35
GJT-046996,2020-07-31 00:00:00,165000,-19.87,2020-07-22 10:06:35
GJT-046995,2020-07-31 00:00:00,532100,15.29,2020-07-22 10:06:35
GJT-046995,2020-07-31 00:00:00,165000,-15.29,2020-07-22 10:06:35
GJT-046994,2020-07-31 00:00:00,532100,290.43,2020-07-22 10:06:35
GJT-046994,2020-07-31 00:00:00,165000,-290.43,2020-07-22 10:06:35
GJT-046993,2020-07-31 00:00:00,532100,71.49,2020-07-22 10:06:35
GJT-046993,2020-07-31 00:00:00,165000,-71.49,2020-07-22 10:06:35
GJT-046992,2020-07-31 00:00:00,532100,81.17,2020-07-22 10:06:35
GJT-046992,2020-07-31 00:00:00,165000,-81.17,2020-07-22 10:06:35
GJT-046991,2020-07-31 00:00:00,532100,454.54,2020-07-22 10:06:35
GJT-046991,2020-07-31 00:00:00,165000,-454.54,2020-07-22 10:06:35
GJT-046990,2020-07-31 00:00:00,532100,156.62,2020-07-22 10:06:35
GJT-046990,2020-07-31 00:00:00,165000,-156.62,2020-07-22 10:06:35
GJT-046989,2020-07-31 00:00:00,532100,114.41,2020-07-22 10:06:35
GJT-046989,2020-07-31 00:00:00,165000,-114.41,2020-07-22 10:06:35
GJT-046988,2020-07-31 00:00:00,532100,458.21,2020-07-22 10:06:35
GJT-046988,2020-07-31 00:00:00,165000,-458.21,2020-07-22 10:06:35
GJT-046987,2020-07-31 00:00:00,532100,20.63,2020-07-22 10:06:35
GJT-046987,2020-07-31 00:00:00,165000,-20.63,2020-07-22 10:06:35
GJT-046986,2020-07-31 00:00:00,532100,87.93,2020-07-22 10:06:35
GJT-046986,2020-07-31 00:00:00,165000,-87.93,2020-07-22 10:06:35
GJT-046985,2020-07-31 00:00:00,532100,187.5,2020-07-22 10:06:34
GJT-046985,2020-07-31 00:00:00,165000,-187.5,2020-07-22 10:06:34
GJT-046984,2020-07-31 00:00:00,532100,31.32,2020-07-22 10:06:34
GJT-046984,2020-07-31 00:00:00,165000,-31.32,2020-07-22 10:06:34
GJT-046983,2020-07-31 00:00:00,532100,110.61,2020-07-22 10:06:34
GJT-046983,2020-07-31 00:00:00,165000,-110.61,2020-07-22 10:06:34
GJT-046982,2020-07-31 00:00:00,532100,320.83,2020-07-22 10:06:34
GJT-046982,2020-07-31 00:00:00,165000,-320.83,2020-07-22 10:06:34
GJT-046981,2020-07-31 00:00:00,532100,124.26,2020-07-22 10:06:34
GJT-046981,2020-07-31 00:00:00,165000,-124.26,2020-07-22 10:06:34
GJT-046980,2020-07-31 00:00:00,532100,16.29,2020-07-22 10:06:34
GJT-046980,2020-07-31 00:00:00,165000,-16.29,2020-07-22 10:06:34
GJT-046979,2020-07-31 00:00:00,532100,39.43,2020-07-22 10:06:34
GJT-046979,2020-07-31 00:00:00,165000,-39.43,2020-07-22 10:06:34
GJT-046978,2020-07-31 00:00:00,532100,40.71,2020-07-22 10:06:34
GJT-046978,2020-07-31 00:00:00,165000,-40.71,2020-07-22 10:06:34
GJT-046977,2020-07-31 00:00:00,532100,40.71,2020-07-22 10:06:34
GJT-046977,2020-07-31 00:00:00,165000,-40.71,2020-07-22 10:06:34
GJT-046976,2020-07-31 00:00:00,532100,78.86,2020-07-22 10:06:34
GJT-046976,2020-07-31 00:00:00,165000,-78.86,2020-07-22 10:06:34
GJT-046975,2020-07-31 00:00:00,532100,108.08,2020-07-22 10:06:34
GJT-046975,2020-07-31 00:00:00,165000,-108.08,2020-07-22 10:06:34
GJT-046974,2020-07-31 00:00:00,532100,98.57,2020-07-22 10:06:34
GJT-046974,2020-07-31 00:00:00,165000,-98.57,2020-07-22 10:06:34
GJT-046973,2020-07-31 00:00:00,532100,4.95,2020-07-22 10:06:34
GJT-046973,2020-07-31 00:00:00,165000,-4.95,2020-07-22 10:06:34
GJT-046972,2020-07-31 00:00:00,532100,98.57,2020-07-22 10:06:34
GJT-046972,2020-07-31 00:00:00,165000,-98.57,2020-07-22 10:06:34
GJT-046971,2020-07-31 00:00:00,532100,40.71,2020-07-22 10:06:34
GJT-046971,2020-07-31 00:00:00,165000,-40.71,2020-07-22 10:06:34
GJT-046970,2020-07-31 00:00:00,532100,40.71,2020-07-22 10:06:34
GJT-046970,2020-07-31 00:00:00,165000,-40.71,2020-07-22 10:06:34
GJT-046969,2020-07-31 00:00:00,532100,98.57,2020-07-22 10:06:34
GJT-046969,2020-07-31 00:00:00,165000,-98.57,2020-07-22 10:06:34
GJT-046968,2020-07-31 00:00:00,532100,32.57,2020-07-22 10:06:34
GJT-046968,2020-07-31 00:00:00,165000,-32.57,2020-07-22 10:06:34
GJT-046967,2020-07-31 00:00:00,532100,78.86,2020-07-22 10:06:34
GJT-046967,2020-07-31 00:00:00,165000,-78.86,2020-07-22 10:06:34
GJT-046966,2020-07-31 00:00:00,532100,12.68,2020-07-22 10:06:34
GJT-046966,2020-07-31 00:00:00,165000,-12.68,2020-07-22 10:06:34
GJT-046965,2020-07-31 00:00:00,532100,28.42,2020-07-22 10:06:34
GJT-046965,2020-07-31 00:00:00,165000,-28.42,2020-07-22 10:06:34
GJT-046964,2020-07-31 00:00:00,532100,39.62,2020-07-22 10:06:34
GJT-046964,2020-07-31 00:00:00,165000,-39.62,2020-07-22 10:06:34
GJT-046963,2020-07-31 00:00:00,532100,24.28,2020-07-22 10:06:34
GJT-046963,2020-07-31 00:00:00,165000,-24.28,2020-07-22 10:06:34
GJT-046962,2020-07-31 00:00:00,532100,42.76,2020-07-22 10:06:34
GJT-046962,2020-07-31 00:00:00,165000,-42.76,2020-07-22 10:06:34
GJT-046961,2020-07-31 00:00:00,532100,9.82,2020-07-22 10:06:34
GJT-046961,2020-07-31 00:00:00,165000,-9.82,2020-07-22 10:06:34
GJT-046960,2020-07-31 00:00:00,532100,946.01,2020-07-22 10:06:34
GJT-046960,2020-07-31 00:00:00,165000,-946.01,2020-07-22 10:06:34
GJT-046959,2020-07-31 00:00:00,532100,477.06,2020-07-22 10:06:34
GJT-046959,2020-07-31 00:00:00,165000,-477.06,2020-07-22 10:06:34
GJT-046958,2020-07-31 00:00:00,532100,12.61,2020-07-22 10:06:34
GJT-046958,2020-07-31 00:00:00,165000,-12.61,2020-07-22 10:06:34
GJT-046957,2020-07-31 00:00:00,532100,7.52,2020-07-22 10:06:34
GJT-046957,2020-07-31 00:00:00,165000,-7.52,2020-07-22 10:06:34
GJT-046956,2020-07-31 00:00:00,532100,7.62,2020-07-22 10:06:34
GJT-046956,2020-07-31 00:00:00,165000,-7.62,2020-07-22 10:06:34
GJT-046955,2020-07-31 00:00:00,532100,90.34,2020-07-22 10:06:34
GJT-046955,2020-07-31 00:00:00,165000,-90.34,2020-07-22 10:06:34
GJT-046954,2020-07-31 00:00:00,532100,54.95,2020-07-22 10:06:34
GJT-046954,2020-07-31 00:00:00,165000,-54.95,2020-07-22 10:06:34
GJT-046953,2020-07-31 00:00:00,532100,43.59,2020-07-22 10:06:34
GJT-046953,2020-07-31 00:00:00,165000,-43.59,2020-07-22 10:06:34
GJT-046952,2020-07-31 00:00:00,532100,27.77,2020-07-22 10:06:34
GJT-046952,2020-07-31 00:00:00,165000,-27.77,2020-07-22 10:06:34
GJT-046951,2020-07-31 00:00:00,532100,52.24,2020-07-22 10:06:34
GJT-046951,2020-07-31 00:00:00,165000,-52.24,2020-07-22 10:06:34
GJT-046950,2020-07-31 00:00:00,532100,20.8,2020-07-22 10:06:34
GJT-046950,2020-07-31 00:00:00,165000,-20.8,2020-07-22 10:06:34
GJT-046949,2020-07-31 00:00:00,532100,57.74,2020-07-22 10:06:34
GJT-046949,2020-07-31 00:00:00,165000,-57.74,2020-07-22 10:06:34
GJT-046948,2020-07-31 00:00:00,532100,5.89,2020-07-22 10:06:34
GJT-046948,2020-07-31 00:00:00,165000,-5.89,2020-07-22 10:06:34
GJT-046947,2020-07-31 00:00:00,532100,32.88,2020-07-22 10:06:34
GJT-046947,2020-07-31 00:00:00,165000,-32.88,2020-07-22 10:06:34
GJT-046946,2020-07-31 00:00:00,532100,8.37,2020-07-22 10:06:34
GJT-046946,2020-07-31 00:00:00,165000,-8.37,2020-07-22 10:06:34
GJT-046945,2020-07-31 00:00:00,532100,11.16,2020-07-22 10:06:34
GJT-046945,2020-07-31 00:00:00,165000,-11.16,2020-07-22 10:06:34
GJT-046944,2020-07-31 00:00:00,532100,36.07,2020-07-22 10:06:34
GJT-046944,2020-07-31 00:00:00,165000,-36.07,2020-07-22 10:06:34
GJT-046943,2020-07-31 00:00:00,850000,56.75,2020-07-22 10:06:34
GJT-046943,2020-07-31 00:00:00,165000,-56.75,2020-07-22 10:06:34
GJT-046942,2020-07-31 00:00:00,532100,196.79,2020-07-22 10:06:34
GJT-046942,2020-07-31 00:00:00,165000,-196.79,2020-07-22 10:06:34
GJT-046941,2020-07-31 00:00:00,532100,253.49,2020-07-22 10:06:34
GJT-046941,2020-07-31 00:00:00,165000,-253.49,2020-07-22 10:06:34
GJT-046940,2020-07-31 00:00:00,532100,29.35,2020-07-22 10:06:34
GJT-046940,2020-07-31 00:00:00,165000,-29.35,2020-07-22 10:06:34
GJT-046939,2020-07-31 00:00:00,532100,30.69,2020-07-22 10:06:34
GJT-046939,2020-07-31 00:00:00,165000,-30.69,2020-07-22 10:06:34
GJT-046938,2020-07-31 00:00:00,532100,94.58,2020-07-22 10:06:34
GJT-046938,2020-07-31 00:00:00,165000,-94.58,2020-07-22 10:06:34
GJT-046937,2020-07-31 00:00:00,532100,8.51,2020-07-22 10:06:34
GJT-046937,2020-07-31 00:00:00,165000,-8.51,2020-07-22 10:06:34
GJT-046936,2020-07-31 00:00:00,532100,70.18,2020-07-22 10:06:34
GJT-046936,2020-07-31 00:00:00,165000,-70.18,2020-07-22 10:06:34
GJT-046935,2020-07-31 00:00:00,532100,39.26,2020-07-22 10:06:34
GJT-046935,2020-07-31 00:00:00,165000,-39.26,2020-07-22 10:06:34
GJT-046934,2020-07-31 00:00:00,532100,410.06,2020-07-22 10:06:34
GJT-046934,2020-07-31 00:00:00,165000,-410.06,2020-07-22 10:06:34
GJT-046933,2020-07-31 00:00:00,532100,91.71,2020-07-22 10:06:34
GJT-046933,2020-07-31 00:00:00,165000,-91.71,2020-07-22 10:06:34
GJT-046932,2020-07-31 00:00:00,532100,188.02,2020-07-22 10:06:34
GJT-046932,2020-07-31 00:00:00,165000,-188.02,2020-07-22 10:06:34
GJT-046931,2020-07-31 00:00:00,532100,37.68,2020-07-22 10:06:34
GJT-046931,2020-07-31 00:00:00,165000,-37.68,2020-07-22 10:06:34
GJT-046930,2020-07-31 00:00:00,532100,14.9,2020-07-22 10:06:34
GJT-046930,2020-07-31 00:00:00,165000,-14.9,2020-07-22 10:06:34
GJT-046929,2020-07-31 00:00:00,532100,48.09,2020-07-22 10:06:34
GJT-046929,2020-07-31 00:00:00,165000,-48.09,2020-07-22 10:06:34
GJT-046928,2020-07-31 00:00:00,532100,75.82,2020-07-22 10:06:34
GJT-046928,2020-07-31 00:00:00,165000,-75.82,2020-07-22 10:06:34
GJT-046927,2020-07-31 00:00:00,532100,35.12,2020-07-22 10:06:34
GJT-046927,2020-07-31 00:00:00,165000,-35.12,2020-07-22 10:06:34
GJT-046926,2020-07-31 00:00:00,532100,35.55,2020-07-22 10:06:34
GJT-046926,2020-07-31 00:00:00,165000,-35.55,2020-07-22 10:06:34
GJT-046925,2020-07-31 00:00:00,532100,26.98,2020-07-22 10:06:34
GJT-046925,2020-07-31 00:00:00,165000,-26.98,2020-07-22 10:06:34
GJT-046924,2020-07-31 00:00:00,532100,27.5,2020-07-22 10:06:34
GJT-046924,2020-07-31 00:00:00,165000,-27.5,2020-07-22 10:06:34
GJT-046923,2020-07-31 00:00:00,532100,77.62,2020-07-22 10:06:34
GJT-046923,2020-07-31 00:00:00,165000,-77.62,2020-07-22 10:06:34
GJT-046922,2020-07-31 00:00:00,532100,59.52,2020-07-22 10:06:34
GJT-046922,2020-07-31 00:00:00,165000,-59.52,2020-07-22 10:06:34
GJT-046921,2020-07-31 00:00:00,532100,232.5,2020-07-22 10:06:34
GJT-046921,2020-07-31 00:00:00,165000,-232.5,2020-07-22 10:06:34
GJT-046920,2020-07-31 00:00:00,532100,512.2,2020-07-22 10:06:34
GJT-046920,2020-07-31 00:00:00,165000,-512.2,2020-07-22 10:06:34
GJT-046919,2020-07-31 00:00:00,532100,39.87,2020-07-22 10:06:34
GJT-046919,2020-07-31 00:00:00,165000,-39.87,2020-07-22 10:06:34
GJT-046918,2020-07-31 00:00:00,532100,95.45,2020-07-22 10:06:34
GJT-046918,2020-07-31 00:00:00,165000,-95.45,2020-07-22 10:06:34
GJT-046917,2020-07-31 00:00:00,532100,29.17,2020-07-22 10:06:34
GJT-046917,2020-07-31 00:00:00,165000,-29.17,2020-07-22 10:06:34
GJT-046916,2020-07-31 00:00:00,532100,35.55,2020-07-22 10:06:34
GJT-046916,2020-07-31 00:00:00,165000,-35.55,2020-07-22 10:06:34
