Journal number,Date,Ledger account,Amount,Created date and time
GJT-048112,2020-07-30 00:00:00,125000,10763.45,2020-07-30 16:20:19
GJT-048111,2020-07-30 00:00:00,200000,-54310.0,2020-07-30 16:20:19
GJT-048111,2020-07-30 00:00:00,125000,54310.0,2020-07-30 16:20:19
GJT-048070,2020-07-30 00:00:00,200000,-87.0,2020-07-30 13:08:35
GJT-048070,2020-07-30 00:00:00,621600,87.0,2020-07-30 13:08:35
GJT-048069,2020-07-30 00:00:00,200000,-385.06,2020-07-30 13:08:35
GJT-048069,2020-07-30 00:00:00,621600,385.06,2020-07-30 13:08:35
GJT-048068,2020-07-30 00:00:00,200000,-30.0,2020-07-30 13:08:35
GJT-048068,2020-07-30 00:00:00,675000,30.0,2020-07-30 13:08:35
GJT-048067,2020-07-30 00:00:00,200000,-54.2,2020-07-30 13:08:35
GJT-048067,2020-07-30 00:00:00,621900,54.2,2020-07-30 13:08:35
GJT-048066,2020-07-30 00:00:00,200000,-36.57,2020-07-30 13:08:35
GJT-048066,2020-07-30 00:00:00,621900,36.57,2020-07-30 13:08:35
GJT-048065,2020-07-30 00:00:00,200000,-53.02,2020-07-30 13:08:35
GJT-048065,2020-07-30 00:00:00,621900,53.02,2020-07-30 13:08:35
GJT-048064,2020-07-30 00:00:00,200000,-54.2,2020-07-30 13:08:35
GJT-048064,2020-07-30 00:00:00,621900,54.2,2020-07-30 13:08:35
GJT-048063,2020-07-30 00:00:00,200000,-61.52,2020-07-30 13:08:35
GJT-048063,2020-07-30 00:00:00,621900,61.52,2020-07-30 13:08:35
GJT-048062,2020-07-30 00:00:00,200000,-35.73,2020-07-30 13:08:35
GJT-048062,2020-07-30 00:00:00,621900,35.73,2020-07-30 13:08:35
GJT-048061,2020-07-30 00:00:00,200000,-53.02,2020-07-30 13:08:35
GJT-048061,2020-07-30 00:00:00,621900,53.02,2020-07-30 13:08:35
GJT-048060,2020-07-30 00:00:00,200000,-103.67,2020-07-30 13:08:34
GJT-048060,2020-07-30 00:00:00,621900,103.67,2020-07-30 13:08:34
GJT-048382,2020-07-29 00:00:00,151500,1738.72,2020-08-02 20:03:32
GJT-048382,2020-07-29 00:00:00,150000,-1738.72,2020-08-02 20:03:32
GJT-048381,2020-07-29 00:00:00,151500,5216.16,2020-08-02 20:03:32
GJT-048381,2020-07-29 00:00:00,150000,-5216.16,2020-08-02 20:03:32
GJT-048380,2020-07-29 00:00:00,151500,1738.72,2020-08-02 20:03:32
GJT-048380,2020-07-29 00:00:00,150000,-1738.72,2020-08-02 20:03:32
GJT-048379,2020-07-29 00:00:00,150000,-2245.93,2020-08-02 20:03:32
GJT-048379,2020-07-29 00:00:00,151500,2245.93,2020-08-02 20:03:32
GJT-048378,2020-07-29 00:00:00,150000,-1470.0,2020-08-02 20:03:32
GJT-048378,2020-07-29 00:00:00,151500,1470.0,2020-08-02 20:03:32
GJT-048377,2020-07-29 00:00:00,151500,1755.36,2020-08-02 20:03:32
GJT-048377,2020-07-29 00:00:00,150000,-1755.36,2020-08-02 20:03:32
GJT-048376,2020-07-29 00:00:00,151500,1755.36,2020-08-02 20:03:32
GJT-048376,2020-07-29 00:00:00,150000,-1755.36,2020-08-02 20:03:32
GJT-048375,2020-07-29 00:00:00,151500,1738.72,2020-08-02 20:03:32
GJT-048375,2020-07-29 00:00:00,150000,-1738.72,2020-08-02 20:03:32
GJT-048374,2020-07-29 00:00:00,151500,1738.72,2020-08-02 20:03:32
GJT-048374,2020-07-29 00:00:00,150000,-1738.72,2020-08-02 20:03:32
GJT-048373,2020-07-29 00:00:00,151500,1738.72,2020-08-02 20:03:32
GJT-048373,2020-07-29 00:00:00,150000,-1738.72,2020-08-02 20:03:32
GJT-048372,2020-07-29 00:00:00,151500,1738.72,2020-08-02 20:03:32
GJT-048372,2020-07-29 00:00:00,150000,-1738.72,2020-08-02 20:03:32
GJT-048371,2020-07-29 00:00:00,151500,1470.0,2020-08-02 20:03:32
GJT-048371,2020-07-29 00:00:00,150000,-1470.0,2020-08-02 20:03:32
GJT-048370,2020-07-29 00:00:00,151500,1300.0,2020-08-02 20:03:32
GJT-048370,2020-07-29 00:00:00,150000,-1300.0,2020-08-02 20:03:32
GJT-048369,2020-07-29 00:00:00,151500,2600.0,2020-08-02 20:03:32
GJT-048369,2020-07-29 00:00:00,150000,-2600.0,2020-08-02 20:03:32
GJT-048368,2020-07-29 00:00:00,154000,126087.0,2020-08-02 19:53:04
GJT-048368,2020-07-29 00:00:00,150000,-126087.0,2020-08-02 19:53:04
GJT-048325,2020-07-29 00:00:00,100062,-2683.11,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,580000,105.6,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621600,11.61,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621600,21.1,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621600,21.1,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,510700,516.6,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,652500,23.61,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,511300,35.62,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,510950,27.98,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,510950,76.47,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,510950,42.78,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,510950,309.75,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,510950,500.0,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,510950,594.4,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621600,11.61,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,580000,38.79,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621600,40.66,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621600,41.54,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,531300,32.08,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621600,21.1,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621600,11.61,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621600,23.29,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,580000,26.51,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621600,39.61,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621200,33.59,2020-08-02 18:54:14
GJT-048325,2020-07-29 00:00:00,621600,76.1,2020-08-02 18:54:14
GJT-048218,2020-07-29 00:00:00,150000,-80394.55,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,679.07,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,1738.72,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,1890.21,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,4870.55,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,679.07,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,1080.71,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,1470.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,119000,612.5,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,119000,2450.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,679.07,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,8040.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,1715.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,13975.3,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,679.07,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,6080.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,1347.5,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,8919.65,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,679.07,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,4860.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,1225.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,150000,8874.48,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,171.2,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,438.25,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,420.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,150.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,200.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,708.34,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,970.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,450.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,650.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,695.5,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,150.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,120.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,96.3,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,143.02,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,198.99,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,203.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,73.94,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,56.71,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,531300,399.11,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,56.71,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,299.6,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,214.0,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,334.91,2020-07-31 10:29:55
GJT-048218,2020-07-29 00:00:00,621500,650.0,2020-07-31 10:29:55
GJT-048171,2020-07-29 00:00:00,202000,1596.0,2020-07-30 22:06:39
GJT-048171,2020-07-29 00:00:00,100061,-1596.0,2020-07-30 22:06:39
GJT-048170,2020-07-29 00:00:00,100061,-3330.0,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.92,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.92,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.92,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.92,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048170,2020-07-29 00:00:00,664000,118.93,2020-07-30 22:06:38
GJT-048169,2020-07-29 00:00:00,100061,-40.0,2020-07-30 22:06:38
GJT-048169,2020-07-29 00:00:00,631100,40.0,2020-07-30 22:06:38
GJT-048168,2020-07-29 00:00:00,100061,-7500.0,2020-07-30 22:06:38
GJT-048168,2020-07-29 00:00:00,631100,7500.0,2020-07-30 22:06:38
GJT-048110,2020-07-29 00:00:00,200000,-1495.8,2020-07-30 13:18:45
GJT-048110,2020-07-29 00:00:00,150000,1495.8,2020-07-30 13:18:45
GJT-048109,2020-07-29 00:00:00,200000,-12238.51,2020-07-30 13:18:45
GJT-048109,2020-07-29 00:00:00,150000,12238.51,2020-07-30 13:18:45
GJT-048108,2020-07-29 00:00:00,200000,-9251.16,2020-07-30 13:18:45
GJT-048108,2020-07-29 00:00:00,150000,4625.58,2020-07-30 13:18:45
GJT-048108,2020-07-29 00:00:00,150000,4625.58,2020-07-30 13:18:45
GJT-048107,2020-07-29 00:00:00,200000,-8741.79,2020-07-30 13:18:45
GJT-048107,2020-07-29 00:00:00,150000,8741.79,2020-07-30 13:18:45
GJT-048106,2020-07-29 00:00:00,200000,-94.15,2020-07-30 13:18:45
GJT-048106,2020-07-29 00:00:00,621500,94.15,2020-07-30 13:18:45
GJT-048105,2020-07-29 00:00:00,200000,-7867.61,2020-07-30 13:18:45
GJT-048105,2020-07-29 00:00:00,150000,7867.61,2020-07-30 13:18:45
GJT-048104,2020-07-29 00:00:00,200000,-129.0,2020-07-30 13:18:45
GJT-048104,2020-07-29 00:00:00,621700,129.0,2020-07-30 13:18:45
GJT-048103,2020-07-29 00:00:00,200000,-1119.11,2020-07-30 13:18:45
GJT-048103,2020-07-29 00:00:00,510950,1119.11,2020-07-30 13:18:45
GJT-048102,2020-07-29 00:00:00,200000,-16899.5,2020-07-30 13:18:45
GJT-048102,2020-07-29 00:00:00,130000,16899.5,2020-07-30 13:18:45
GJT-048101,2020-07-29 00:00:00,200000,-2916.63,2020-07-30 13:18:45
GJT-048101,2020-07-29 00:00:00,130000,2916.63,2020-07-30 13:18:45
GJT-048100,2020-07-29 00:00:00,200000,-982.25,2020-07-30 13:18:44
GJT-048100,2020-07-29 00:00:00,510950,982.25,2020-07-30 13:18:44
GJT-048099,2020-07-29 00:00:00,200000,-5796.8,2020-07-30 13:18:44
GJT-048099,2020-07-29 00:00:00,130000,5796.8,2020-07-30 13:18:44
GJT-048098,2020-07-29 00:00:00,200000,-6020.0,2020-07-30 13:18:44
GJT-048098,2020-07-29 00:00:00,130000,6020.0,2020-07-30 13:18:44
GJT-048097,2020-07-29 00:00:00,200000,-6020.0,2020-07-30 13:18:44
GJT-048097,2020-07-29 00:00:00,130000,6020.0,2020-07-30 13:18:44
GJT-048096,2020-07-29 00:00:00,200000,-720.84,2020-07-30 13:18:44
GJT-048096,2020-07-29 00:00:00,510950,720.84,2020-07-30 13:18:44
GJT-048095,2020-07-29 00:00:00,200000,-1241.2,2020-07-30 13:18:44
GJT-048095,2020-07-29 00:00:00,531000,1241.2,2020-07-30 13:18:44
GJT-048094,2020-07-29 00:00:00,200000,-1904.84,2020-07-30 13:18:44
GJT-048094,2020-07-29 00:00:00,130000,952.42,2020-07-30 13:18:44
GJT-048094,2020-07-29 00:00:00,662000,952.42,2020-07-30 13:18:44
GJT-048093,2020-07-29 00:00:00,200000,-61.0,2020-07-30 13:18:44
GJT-048093,2020-07-29 00:00:00,531500,61.0,2020-07-30 13:18:44
GJT-048092,2020-07-29 00:00:00,200000,-61.0,2020-07-30 13:18:44
GJT-048092,2020-07-29 00:00:00,531500,61.0,2020-07-30 13:18:44
GJT-048091,2020-07-29 00:00:00,200000,-3939.26,2020-07-30 13:18:44
GJT-048091,2020-07-29 00:00:00,150000,3939.26,2020-07-30 13:18:44
GJT-048090,2020-07-29 00:00:00,200000,-94.54,2020-07-30 13:18:44
GJT-048090,2020-07-29 00:00:00,510700,94.54,2020-07-30 13:18:44
GJT-048089,2020-07-29 00:00:00,200000,-1439.69,2020-07-30 13:18:44
GJT-048089,2020-07-29 00:00:00,531400,1439.69,2020-07-30 13:18:44
GJT-048088,2020-07-29 00:00:00,200000,-756.7,2020-07-30 13:18:44
GJT-048088,2020-07-29 00:00:00,154000,756.7,2020-07-30 13:18:44
GJT-048087,2020-07-29 00:00:00,200000,-588.75,2020-07-30 13:18:44
GJT-048087,2020-07-29 00:00:00,154000,588.75,2020-07-30 13:18:44
GJT-048086,2020-07-29 00:00:00,200000,-36.71,2020-07-30 13:18:44
GJT-048086,2020-07-29 00:00:00,621900,36.71,2020-07-30 13:18:44
GJT-048085,2020-07-29 00:00:00,200000,-36.71,2020-07-30 13:18:44
GJT-048085,2020-07-29 00:00:00,621900,36.71,2020-07-30 13:18:44
GJT-048084,2020-07-29 00:00:00,200000,-89.62,2020-07-30 13:18:44
GJT-048084,2020-07-29 00:00:00,621200,89.62,2020-07-30 13:18:44
GJT-048083,2020-07-29 00:00:00,200000,-50.82,2020-07-30 13:18:44
GJT-048083,2020-07-29 00:00:00,621200,50.82,2020-07-30 13:18:44
GJT-048082,2020-07-29 00:00:00,200000,-837.29,2020-07-30 13:18:44
GJT-048082,2020-07-29 00:00:00,662000,837.29,2020-07-30 13:18:44
GJT-048081,2020-07-29 00:00:00,200000,-200.0,2020-07-30 13:18:44
GJT-048081,2020-07-29 00:00:00,510800,200.0,2020-07-30 13:18:44
GJT-048080,2020-07-29 00:00:00,200000,-400.0,2020-07-30 13:18:44
GJT-048080,2020-07-29 00:00:00,510800,400.0,2020-07-30 13:18:44
GJT-048079,2020-07-29 00:00:00,200000,-400.0,2020-07-30 13:18:44
GJT-048079,2020-07-29 00:00:00,510800,400.0,2020-07-30 13:18:44
GJT-048078,2020-07-29 00:00:00,200000,-550.0,2020-07-30 13:18:44
GJT-048078,2020-07-29 00:00:00,510800,550.0,2020-07-30 13:18:44
GJT-048077,2020-07-29 00:00:00,200000,-321.0,2020-07-30 13:18:44
GJT-048077,2020-07-29 00:00:00,675000,321.0,2020-07-30 13:18:44
GJT-048076,2020-07-29 00:00:00,200000,-2216.24,2020-07-30 13:18:44
GJT-048076,2020-07-29 00:00:00,511300,554.06,2020-07-30 13:18:44
GJT-048076,2020-07-29 00:00:00,511300,554.06,2020-07-30 13:18:44
GJT-048076,2020-07-29 00:00:00,511300,554.06,2020-07-30 13:18:44
GJT-048076,2020-07-29 00:00:00,511300,554.06,2020-07-30 13:18:44
GJT-048075,2020-07-29 00:00:00,200000,-1717.73,2020-07-30 13:18:43
GJT-048075,2020-07-29 00:00:00,130000,1717.73,2020-07-30 13:18:43
GJT-048074,2020-07-29 00:00:00,200000,-80.25,2020-07-30 13:18:43
GJT-048074,2020-07-29 00:00:00,621800,80.25,2020-07-30 13:18:43
GJT-048073,2020-07-29 00:00:00,200000,-41.73,2020-07-30 13:18:43
GJT-048073,2020-07-29 00:00:00,621800,41.73,2020-07-30 13:18:43
GJT-048072,2020-07-29 00:00:00,200000,-94.08,2020-07-30 13:18:43
GJT-048072,2020-07-29 00:00:00,511300,94.08,2020-07-30 13:18:43
GJT-048071,2020-07-29 00:00:00,200000,-99091.85,2020-07-30 13:18:43
GJT-048071,2020-07-29 00:00:00,150000,24772.96,2020-07-30 13:18:43
GJT-048071,2020-07-29 00:00:00,150000,24772.96,2020-07-30 13:18:43
GJT-048071,2020-07-29 00:00:00,150000,24772.96,2020-07-30 13:18:43
GJT-048071,2020-07-29 00:00:00,150000,24772.97,2020-07-30 13:18:43
GJT-048059,2020-07-29 00:00:00,200000,-200.0,2020-07-30 11:34:14
GJT-048059,2020-07-29 00:00:00,662000,200.0,2020-07-30 11:34:14
GJT-048058,2020-07-29 00:00:00,200000,-4849.5,2020-07-30 11:34:13
GJT-048058,2020-07-29 00:00:00,520000,4849.5,2020-07-30 11:34:13
GJT-048057,2020-07-29 00:00:00,200000,-445.54,2020-07-30 11:34:13
GJT-048057,2020-07-29 00:00:00,531400,445.54,2020-07-30 11:34:13
GJT-048056,2020-07-29 00:00:00,200000,-2695.74,2020-07-30 11:34:13
GJT-048056,2020-07-29 00:00:00,531400,720.65,2020-07-30 11:34:13
GJT-048056,2020-07-29 00:00:00,531400,477.52,2020-07-30 11:34:13
GJT-048056,2020-07-29 00:00:00,531400,639.76,2020-07-30 11:34:13
GJT-048056,2020-07-29 00:00:00,631600,857.81,2020-07-30 11:34:13
GJT-048055,2020-07-29 00:00:00,200000,-30710.87,2020-07-30 11:34:13
GJT-048055,2020-07-29 00:00:00,130000,30710.87,2020-07-30 11:34:13
GJT-048054,2020-07-29 00:00:00,200000,-19895.93,2020-07-30 11:34:13
GJT-048054,2020-07-29 00:00:00,125000,19895.93,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,200000,-866.97,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,18.59,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,40.53,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,51.78,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,23.72,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,24.52,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,24.52,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,29.04,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,46.05,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,48.46,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,12.52,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,30.55,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,18.59,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,28.56,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,114.85,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,30.63,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,36.76,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,6.41,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,6.78,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,6.38,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,23.58,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,6.6,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,24.58,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,23.58,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,30.58,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,16.45,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,78.99,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,32.93,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,24.03,2020-07-30 11:34:13
GJT-048053,2020-07-29 00:00:00,621200,6.41,2020-07-30 11:34:13
GJT-048052,2020-07-29 00:00:00,200000,-298.74,2020-07-30 11:34:13
GJT-048052,2020-07-29 00:00:00,150000,298.74,2020-07-30 11:34:13
GJT-048051,2020-07-29 00:00:00,200000,-9245.0,2020-07-30 11:34:13
GJT-048051,2020-07-29 00:00:00,150000,1500.0,2020-07-30 11:34:13
GJT-048051,2020-07-29 00:00:00,150000,1500.0,2020-07-30 11:34:13
GJT-048051,2020-07-29 00:00:00,150000,1500.0,2020-07-30 11:34:13
GJT-048051,2020-07-29 00:00:00,150000,1500.0,2020-07-30 11:34:13
GJT-048051,2020-07-29 00:00:00,150000,1500.0,2020-07-30 11:34:13
GJT-048051,2020-07-29 00:00:00,621500,349.0,2020-07-30 11:34:13
GJT-048051,2020-07-29 00:00:00,621500,349.0,2020-07-30 11:34:13
GJT-048051,2020-07-29 00:00:00,621500,349.0,2020-07-30 11:34:13
GJT-048051,2020-07-29 00:00:00,621500,349.0,2020-07-30 11:34:13
GJT-048051,2020-07-29 00:00:00,531300,349.0,2020-07-30 11:34:13
GJT-048050,2020-07-29 00:00:00,200000,-8243.5,2020-07-30 11:34:13
GJT-048050,2020-07-29 00:00:00,130000,8243.5,2020-07-30 11:34:13
GJT-048049,2020-07-29 00:00:00,200000,-1906.62,2020-07-30 11:34:13
GJT-048049,2020-07-29 00:00:00,130000,1906.62,2020-07-30 11:34:13
GJT-048048,2020-07-29 00:00:00,200000,-477.34,2020-07-30 11:34:13
GJT-048048,2020-07-29 00:00:00,531300,477.34,2020-07-30 11:34:13
GJT-048047,2020-07-29 00:00:00,200000,-349.93,2020-07-30 11:34:13
GJT-048047,2020-07-29 00:00:00,621500,349.93,2020-07-30 11:34:13
GJT-048046,2020-07-29 00:00:00,200000,-481.54,2020-07-30 11:34:13
GJT-048046,2020-07-29 00:00:00,531300,481.54,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,200000,-2474.5,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,148.47,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,148.47,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,98.98,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,148.47,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,247.45,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,148.47,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,49.49,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,148.47,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,49.49,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,395.92,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,98.98,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,197.96,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,49.49,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,148.47,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,148.47,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,49.49,2020-07-30 11:34:13
GJT-048045,2020-07-29 00:00:00,621500,197.96,2020-07-30 11:34:13
GJT-048044,2020-07-29 00:00:00,200000,-651.89,2020-07-30 11:34:13
GJT-048044,2020-07-29 00:00:00,510950,651.89,2020-07-30 11:34:13
GJT-048043,2020-07-29 00:00:00,200000,-11452.82,2020-07-30 11:34:13
GJT-048043,2020-07-29 00:00:00,125000,3455.26,2020-07-30 11:34:13
GJT-048043,2020-07-29 00:00:00,125000,7997.56,2020-07-30 11:34:13
GJT-048042,2020-07-29 00:00:00,200000,-35579.27,2020-07-30 11:34:13
GJT-048042,2020-07-29 00:00:00,125000,35579.27,2020-07-30 11:34:13
GJT-048041,2020-07-29 00:00:00,200000,-31596.57,2020-07-30 11:34:13
